rep,id,eta_initT,eta_aS,eta_dS,eta_tau,eta_lBt0,eta_lp,eta_dI,eta_n,eta_V0
1,10463,9.775144,-0.133306,-0.859149,0.000000,-0.295539,0.000000,0.078424,-0.279228,0.000000
2,10463,9.302330,0.206049,-0.368789,0.000000,-0.161485,0.000000,0.405305,-0.481895,0.000000
3,10463,10.135082,-0.024944,-0.819169,0.000000,-0.276582,0.000000,0.326720,-0.394435,0.000000
4,10463,10.299481,0.189616,-0.314975,0.000000,-0.147130,0.000000,0.324807,-0.345542,0.000000
5,10463,9.520264,0.000785,-0.812128,0.000000,-0.317887,0.000000,0.097044,-0.269113,0.000000
6,10463,8.826011,0.173968,-0.290302,0.000000,-0.155789,0.000000,0.262952,-0.412378,0.000000
7,10463,8.388558,-0.030803,-0.925451,0.000000,-0.382541,0.000000,0.069215,-0.314596,0.000000
8,10463,9.204738,0.141233,-0.635871,0.000000,-0.257386,0.000000,0.373612,-0.408943,0.000000
9,10463,9.830213,-0.007463,-0.669156,0.000000,-0.298253,0.000000,-0.145188,0.098593,0.000000
10,10463,9.173463,0.213056,-0.707585,0.000000,-0.286126,0.000000,0.468648,-0.564845,0.000000
1,10723,-3.314687,-0.001564,0.318980,0.000000,0.162554,0.000000,0.212756,-0.065231,0.000000
2,10723,-6.586320,-0.277807,0.922548,0.000000,0.358764,0.000000,-0.323493,0.400437,0.000000
3,10723,-3.567945,0.069315,0.488902,0.000000,0.155330,0.000000,0.077050,-0.172116,0.000000
4,10723,-1.553178,-0.326486,0.743103,0.000000,0.317013,0.000000,-0.447424,0.263941,0.000000
5,10723,3.398360,0.143208,0.538414,0.000000,0.248080,0.000000,0.261014,-0.097893,0.000000
6,10723,-5.042370,-0.386723,0.885221,0.000000,0.362425,0.000000,-0.644767,0.297835,0.000000
7,10723,2.717794,0.017986,0.559185,0.000000,0.275546,0.000000,0.172777,0.216132,0.000000
8,10723,1.822626,-0.221314,1.142303,0.000000,0.468353,0.000000,-0.526958,0.286168,0.000000
9,10723,1.368203,0.060131,0.710698,0.000000,0.333468,0.000000,0.069226,0.187309,0.000000
10,10723,2.818755,-0.076900,1.214303,0.000000,0.520567,0.000000,-0.162498,0.261676,0.000000
1,10739,6.240807,0.119210,-2.249370,0.000000,-0.896383,0.000000,0.466675,-0.737554,0.000000
2,10739,3.906467,-0.425127,-0.112760,0.000000,-0.058379,0.000000,-0.543705,0.192280,0.000000
3,10739,8.324434,0.150046,-2.308081,0.000000,-0.921129,0.000000,0.430836,-0.658316,0.000000
4,10739,3.405806,-0.517538,0.002524,0.000000,-0.046266,0.000000,-0.868307,0.478484,0.000000
5,10739,9.312593,0.185966,-2.472786,0.000000,-0.982952,0.000000,0.448324,-0.543343,0.000000
6,10739,2.869192,-0.547095,0.027264,0.000000,-0.028326,0.000000,-1.030842,0.694362,0.000000
7,10739,8.674909,0.166409,-2.394205,0.000000,-0.922690,0.000000,0.619743,-0.576950,0.000000
8,10739,5.968254,-0.477439,0.047459,0.000000,0.017535,0.000000,-1.064439,1.015980,0.000000
9,10739,7.894777,0.170967,-2.414367,0.000000,-0.941233,0.000000,0.613953,-0.808277,0.000000
10,10739,4.178575,-0.571612,-0.052942,0.000000,-0.000358,0.000000,-0.779425,0.512598,0.000000
1,10742,5.965858,0.020846,-1.928825,0.000000,-0.816030,0.000000,-0.104323,0.104158,0.000000
2,10742,5.261017,0.024375,-1.692209,0.000000,-0.696425,0.000000,0.104909,-0.124334,0.000000
3,10742,5.967866,-0.070986,-2.058512,0.000000,-0.784585,0.000000,0.103519,-0.047820,0.000000
4,10742,5.962155,0.082635,-1.706447,0.000000,-0.724513,0.000000,0.014183,-0.047062,0.000000
5,10742,5.173037,0.122952,-1.687060,0.000000,-0.710748,0.000000,0.253713,-0.093938,0.000000
6,10742,5.702317,0.110747,-1.711441,0.000000,-0.709260,0.000000,0.197805,-0.194905,0.000000
7,10742,5.667113,0.277635,-1.511871,0.000000,-0.685982,0.000000,0.241137,-0.154506,0.000000
8,10742,8.158573,0.223547,-1.904263,0.000000,-0.805408,0.000000,0.081773,0.095658,0.000000
9,10742,6.818972,0.212594,-1.296180,0.000000,-0.566574,0.000000,0.077470,0.079394,0.000000
10,10742,7.384331,0.044877,-2.272670,0.000000,-0.921108,0.000000,-0.157787,0.076168,0.000000
1,40007,5.687827,-0.433040,-1.216552,0.000000,-0.561343,0.000000,-0.796813,0.957324,0.000000
2,40007,8.295280,-0.268371,-1.625173,0.000000,-0.691620,0.000000,-0.586321,0.691394,0.000000
3,40007,7.295783,-0.375542,-1.243887,0.000000,-0.502594,0.000000,-0.567748,0.670687,0.000000
4,40007,7.025560,-0.368165,-1.570950,0.000000,-0.674088,0.000000,-0.641263,0.513469,0.000000
5,40007,7.189744,-0.399092,-1.337077,0.000000,-0.583211,0.000000,-0.870380,0.783887,0.000000
6,40007,8.394746,-0.364422,-1.616166,0.000000,-0.666952,0.000000,-0.700710,0.741722,0.000000
7,40007,6.133708,-0.487998,-1.356800,0.000000,-0.564167,0.000000,-0.814745,0.723409,0.000000
8,40007,5.560751,-0.451511,-1.413273,0.000000,-0.612546,0.000000,-0.874239,0.599958,0.000000
9,40007,6.575966,-0.450534,-1.510014,0.000000,-0.631319,0.000000,-0.633144,0.794351,0.000000
10,40007,7.969238,-0.401427,-1.333921,0.000000,-0.556641,0.000000,-0.743865,0.975118,0.000000
1,40061,10.074328,0.330604,1.945922,0.000000,0.828970,0.000000,0.664108,-0.527936,0.000000
2,40061,10.534667,0.383855,2.033668,0.000000,0.836408,0.000000,0.627608,-0.546323,0.000000
3,40061,10.145912,0.320286,2.065378,0.000000,0.873209,0.000000,0.641248,-0.597546,0.000000
4,40061,9.520446,0.522944,1.987360,0.000000,0.788735,0.000000,0.736380,-0.665276,0.000000
5,40061,10.427017,0.386315,2.181284,0.000000,0.886723,0.000000,0.626887,-0.463146,0.000000
6,40061,10.861205,0.440727,2.092529,0.000000,0.848309,0.000000,0.649950,-0.655805,0.000000
7,40061,11.682306,0.348467,2.060280,0.000000,0.829076,0.000000,0.466673,-0.337662,0.000000
8,40061,10.511191,0.493296,2.106278,0.000000,0.830943,0.000000,0.666577,-0.534086,0.000000
9,40061,10.606879,0.289836,2.072723,0.000000,0.861256,0.000000,0.521147,-0.335396,0.000000
10,40061,10.277414,0.382488,2.325565,0.000000,0.904855,0.000000,0.489982,-0.400588,0.000000
1,40094,-0.592934,-0.389849,1.931672,0.000000,0.715660,0.000000,-0.540319,0.359327,0.000000
2,40094,-0.750054,-0.651314,1.424987,0.000000,0.570755,0.000000,-0.829616,0.391041,0.000000
3,40094,2.219077,-0.319816,1.723720,0.000000,0.601167,0.000000,-0.626892,0.486320,0.000000
4,40094,-0.735378,-0.604717,1.355871,0.000000,0.508066,0.000000,-0.746318,0.628788,0.000000
5,40094,1.154398,-0.330349,1.673475,0.000000,0.620609,0.000000,-0.310922,0.307102,0.000000
6,40094,-3.026290,-0.616925,1.356478,0.000000,0.514785,0.000000,-0.675932,0.179430,0.000000
7,40094,2.400019,-0.277731,1.338397,0.000000,0.457665,0.000000,-0.441741,0.371964,0.000000
8,40094,-2.523032,-0.522330,1.407549,0.000000,0.513055,0.000000,-0.537506,0.419286,0.000000
9,40094,-0.316260,-0.317480,1.221759,0.000000,0.400127,0.000000,-0.454852,0.139355,0.000000
10,40094,1.333790,-0.352632,1.691801,0.000000,0.619352,0.000000,-0.520119,0.379007,0.000000
1,40100,7.351639,-0.040269,-1.952606,0.000000,-0.793360,0.000000,-0.394233,0.407173,0.000000
2,40100,4.637529,-0.139861,-2.141267,0.000000,-0.882811,0.000000,-0.264926,0.272635,0.000000
3,40100,6.966232,0.284823,-1.921545,0.000000,-0.839922,0.000000,0.174695,0.256968,0.000000
4,40100,4.032262,0.089133,-2.156375,0.000000,-0.980757,0.000000,-0.139161,0.124937,0.000000
5,40100,5.403665,0.111156,-1.872788,0.000000,-0.819231,0.000000,-0.014018,0.283889,0.000000
6,40100,4.690746,0.046005,-2.659005,0.000000,-1.125230,0.000000,-0.034857,0.005642,0.000000
7,40100,7.220027,-0.082668,-2.175997,0.000000,-0.837866,0.000000,-0.150705,0.245029,0.000000
8,40100,5.014410,-0.093789,-2.475967,0.000000,-1.001776,0.000000,-0.062651,0.016085,0.000000
9,40100,5.965071,-0.144602,-2.417141,0.000000,-0.973305,0.000000,-0.245581,0.308204,0.000000
10,40100,2.883542,-0.283098,-2.394548,0.000000,-0.964972,0.000000,-0.334784,0.133280,0.000000
1,40123,8.012725,-0.302044,2.265835,0.000000,0.924290,0.000000,-0.514542,0.260612,0.000000
2,40123,8.101746,-0.217276,1.595180,0.000000,0.650620,0.000000,-0.229821,0.075404,0.000000
3,40123,8.217883,-0.428603,2.235750,0.000000,0.960426,0.000000,-0.605621,0.171758,0.000000
4,40123,7.831816,-0.224330,1.663466,0.000000,0.658973,0.000000,-0.342248,0.091303,0.000000
5,40123,8.499022,-0.367205,2.376381,0.000000,0.990423,0.000000,-0.515818,0.203980,0.000000
6,40123,7.601983,-0.221622,1.883318,0.000000,0.728308,0.000000,-0.437671,0.372363,0.000000
7,40123,8.014115,-0.526461,1.851667,0.000000,0.815413,0.000000,-0.677740,0.366725,0.000000
8,40123,8.205459,-0.118649,1.977622,0.000000,0.784947,0.000000,-0.139316,-0.070167,0.000000
9,40123,6.039525,-0.380901,1.979430,0.000000,0.805370,0.000000,-0.576604,0.201481,0.000000
10,40123,7.189256,-0.127944,1.934533,0.000000,0.736634,0.000000,-0.205403,0.132503,0.000000
1,40168,3.167808,-0.667589,0.238370,0.000000,0.089915,0.000000,-1.168168,1.043771,0.000000
2,40168,5.596690,-0.385654,0.243372,0.000000,0.093068,0.000000,-0.776224,1.140443,0.000000
3,40168,2.121440,-0.566683,0.285204,0.000000,0.069336,0.000000,-1.163630,1.440398,0.000000
4,40168,1.216142,-0.368956,0.927636,0.000000,0.255658,0.000000,-1.023134,1.544072,0.000000
5,40168,5.027659,-0.287966,0.393269,0.000000,0.111094,0.000000,-0.670327,1.087309,0.000000
6,40168,4.905251,-0.333489,1.236702,0.000000,0.470186,0.000000,-1.087204,1.760267,0.000000
7,40168,1.862482,-0.451861,0.543516,0.000000,0.142940,0.000000,-0.810717,1.038496,0.000000
8,40168,3.641146,-0.323575,1.011431,0.000000,0.318365,0.000000,-1.016350,1.444925,0.000000
9,40168,0.835331,-0.548530,0.792785,0.000000,0.243349,0.000000,-1.057184,1.610010,0.000000
10,40168,3.149212,-0.496039,1.013766,0.000000,0.380396,0.000000,-1.055115,1.201847,0.000000
1,40231,5.052897,-0.063379,0.392201,0.000000,0.200526,0.000000,0.248553,-0.409041,0.000000
2,40231,1.982425,-0.419047,1.355372,0.000000,0.536736,0.000000,-0.503209,0.143957,0.000000
3,40231,5.536105,-0.110999,0.450732,0.000000,0.226872,0.000000,0.148830,-0.224525,0.000000
4,40231,4.035445,-0.300003,1.066128,0.000000,0.411346,0.000000,-0.490546,0.189488,0.000000
5,40231,4.970572,-0.157734,0.440918,0.000000,0.181604,0.000000,-0.096775,-0.199046,0.000000
6,40231,0.624405,-0.304761,1.001891,0.000000,0.378908,0.000000,-0.337429,-0.226258,0.000000
7,40231,5.016414,-0.025805,0.427290,0.000000,0.133740,0.000000,-0.025872,-0.133132,0.000000
8,40231,4.395745,-0.416153,0.886564,0.000000,0.418042,0.000000,-0.346453,0.011112,0.000000
9,40231,4.494057,-0.182000,0.086381,0.000000,0.071967,0.000000,0.011743,-0.392360,0.000000
10,40231,1.042155,-0.406179,1.095112,0.000000,0.496815,0.000000,-0.208796,-0.363088,0.000000
1,40250,8.843181,-0.118637,-0.232614,0.000000,-0.094091,0.000000,-0.209680,0.342562,0.000000
2,40250,6.675508,-0.522694,0.541682,0.000000,0.246654,0.000000,-0.874440,0.858988,0.000000
3,40250,7.602781,-0.218955,-0.211097,0.000000,-0.118374,0.000000,-0.253712,0.220692,0.000000
4,40250,6.528858,-0.395866,0.649033,0.000000,0.253390,0.000000,-0.777897,0.821018,0.000000
5,40250,7.037767,-0.142783,-0.134929,0.000000,-0.078645,0.000000,-0.062170,0.116490,0.000000
6,40250,6.635113,-0.319713,0.608300,0.000000,0.226888,0.000000,-0.429276,0.525512,0.000000
7,40250,6.926947,-0.195110,0.137186,0.000000,0.008620,0.000000,-0.407926,0.390752,0.000000
8,40250,4.836111,-0.308896,0.663853,0.000000,0.174294,0.000000,-0.791339,0.847871,0.000000
9,40250,7.752551,-0.281680,0.331519,0.000000,0.115959,0.000000,-0.510161,0.588810,0.000000
10,40250,6.620711,-0.288379,0.499795,0.000000,0.142837,0.000000,-0.688072,0.690443,0.000000
1,40257,8.393536,0.218093,-2.290196,0.000000,-0.945314,0.000000,0.246074,0.052290,0.000000
2,40257,7.256195,-0.096802,-1.802325,0.000000,-0.723386,0.000000,-0.125748,0.333923,0.000000
3,40257,7.141522,0.096772,-2.059170,0.000000,-0.843765,0.000000,0.246036,0.088597,0.000000
4,40257,7.490933,0.038959,-1.501879,0.000000,-0.623921,0.000000,-0.127574,0.523637,0.000000
5,40257,7.379638,0.144396,-2.189012,0.000000,-0.926527,0.000000,0.149767,0.152537,0.000000
6,40257,9.757983,0.198541,-1.719509,0.000000,-0.695226,0.000000,0.083190,0.446572,0.000000
7,40257,7.816747,0.163050,-2.210038,0.000000,-0.910728,0.000000,0.232855,0.018952,0.000000
8,40257,8.992982,0.236864,-1.616284,0.000000,-0.675262,0.000000,0.092534,0.437191,0.000000
9,40257,8.136628,0.225363,-1.976338,0.000000,-0.846538,0.000000,0.238005,0.230908,0.000000
10,40257,7.087836,-0.037894,-1.647726,0.000000,-0.704278,0.000000,-0.255531,0.387067,0.000000
1,40265,7.348253,-0.148289,0.555851,0.000000,0.193514,0.000000,-0.108709,0.252849,0.000000
2,40265,10.520582,0.346309,-0.063447,0.000000,-0.087876,0.000000,0.358057,-0.096290,0.000000
3,40265,9.226962,-0.121811,0.697171,0.000000,0.248782,0.000000,-0.254740,0.396884,0.000000
4,40265,10.099240,0.296313,-0.244670,0.000000,-0.172727,0.000000,0.352804,-0.116416,0.000000
5,40265,8.074890,-0.052767,0.554770,0.000000,0.136108,0.000000,-0.235304,0.437075,0.000000
6,40265,11.034975,0.295586,-0.215763,0.000000,-0.161409,0.000000,0.265524,0.135856,0.000000
7,40265,9.536366,-0.091447,0.541269,0.000000,0.213042,0.000000,-0.123098,0.284817,0.000000
8,40265,9.714326,0.275771,-0.280210,0.000000,-0.133631,0.000000,0.548460,-0.246791,0.000000
9,40265,7.697621,-0.081889,0.844259,0.000000,0.239894,0.000000,-0.267948,0.625036,0.000000
10,40265,10.462054,0.201779,-0.274539,0.000000,-0.146386,0.000000,0.240572,0.076468,0.000000
1,40353,7.643310,0.004895,2.200139,0.000000,0.985584,0.000000,0.327568,-0.877229,0.000000
2,40353,10.264717,0.590481,1.454526,0.000000,0.615471,0.000000,0.891180,-1.062629,0.000000
3,40353,8.553143,-0.040257,1.870193,0.000000,0.835250,0.000000,0.159214,-0.725632,0.000000
4,40353,9.652248,0.477712,1.354562,0.000000,0.599126,0.000000,0.847769,-0.929040,0.000000
5,40353,7.376979,-0.137853,1.903936,0.000000,0.911701,0.000000,0.310537,-0.787481,0.000000
6,40353,9.567662,0.469444,1.561675,0.000000,0.683949,0.000000,0.825958,-0.869005,0.000000
7,40353,4.549508,-0.216403,2.071088,0.000000,0.948175,0.000000,0.178058,-0.838138,0.000000
8,40353,9.305143,0.472919,1.521884,0.000000,0.656635,0.000000,0.781303,-1.058124,0.000000
9,40353,5.669555,-0.191362,2.059810,0.000000,0.928842,0.000000,0.100373,-0.841691,0.000000
10,40353,10.916308,0.503005,1.738485,0.000000,0.801076,0.000000,0.996849,-0.906948,0.000000
1,40363,8.952947,-0.208147,0.667280,0.000000,0.298287,0.000000,-0.302300,0.391574,0.000000
2,40363,9.640309,-0.152092,1.314062,0.000000,0.576814,0.000000,-0.316224,0.453532,0.000000
3,40363,9.421571,-0.207507,0.690010,0.000000,0.301467,0.000000,-0.334115,0.654948,0.000000
4,40363,9.027940,-0.224276,1.320793,0.000000,0.544819,0.000000,-0.520097,0.829314,0.000000
5,40363,10.344606,-0.002371,0.965696,0.000000,0.336202,0.000000,-0.352935,0.670248,0.000000
6,40363,9.556317,-0.089830,1.041894,0.000000,0.392690,0.000000,-0.462469,0.694245,0.000000
7,40363,9.062114,0.002388,1.227609,0.000000,0.442541,0.000000,-0.298064,0.722802,0.000000
8,40363,9.934002,0.018371,0.855423,0.000000,0.303113,0.000000,-0.143442,0.556022,0.000000
9,40363,8.293622,-0.111838,1.343372,0.000000,0.509632,0.000000,-0.284503,0.515481,0.000000
10,40363,10.809338,0.023073,0.504391,0.000000,0.225716,0.000000,-0.150615,0.425333,0.000000
1,40511,3.403840,0.401947,0.437345,0.000000,0.134443,0.000000,0.467542,-0.130403,0.000000
2,40511,-4.646740,-0.132348,0.683481,0.000000,0.231419,0.000000,-0.042319,0.005895,0.000000
3,40511,5.206257,0.284845,0.420381,0.000000,0.142883,0.000000,0.198976,0.292134,0.000000
4,40511,-1.619052,0.023090,0.484852,0.000000,0.121408,0.000000,-0.106044,0.279733,0.000000
5,40511,-4.474107,0.097624,0.720601,0.000000,0.214304,0.000000,0.122980,-0.094956,0.000000
6,40511,-0.204144,-0.024100,0.681270,0.000000,0.274439,0.000000,-0.091439,0.467228,0.000000
7,40511,-1.813414,0.087215,0.705834,0.000000,0.209506,0.000000,-0.066372,0.309925,0.000000
8,40511,2.312198,-0.067015,0.943839,0.000000,0.402344,0.000000,-0.142084,0.464274,0.000000
9,40511,-0.496727,-0.022602,0.596251,0.000000,0.250676,0.000000,0.064687,0.174136,0.000000
10,40511,0.784643,-0.076069,1.117215,0.000000,0.416403,0.000000,-0.238337,0.406231,0.000000
1,40512,1.967278,-0.952007,0.680579,0.000000,0.357115,0.000000,-1.449278,1.214767,0.000000
2,40512,0.594495,-0.829654,0.869994,0.000000,0.368121,0.000000,-1.228772,1.142573,0.000000
3,40512,2.976332,-0.904274,0.867645,0.000000,0.440885,0.000000,-1.302425,1.449420,0.000000
4,40512,2.597477,-0.762063,0.802495,0.000000,0.371199,0.000000,-1.292262,1.098787,0.000000
5,40512,1.095572,-0.947097,1.036416,0.000000,0.512332,0.000000,-1.328375,1.098743,0.000000
6,40512,4.854167,-0.561081,0.777993,0.000000,0.314118,0.000000,-1.070278,1.180252,0.000000
7,40512,-2.322697,-0.897520,0.926198,0.000000,0.357064,0.000000,-1.412883,1.306796,0.000000
8,40512,0.758058,-0.767063,0.902258,0.000000,0.345622,0.000000,-1.297061,1.051779,0.000000
9,40512,1.066911,-0.719673,0.826123,0.000000,0.324377,0.000000,-1.034789,0.950895,0.000000
10,40512,0.100084,-0.679831,1.263742,0.000000,0.460108,0.000000,-1.057868,1.147596,0.000000
1,40577,5.952650,-0.231677,-1.845503,0.000000,-0.800930,0.000000,-0.562245,0.487095,0.000000
2,40577,8.396470,0.162954,-2.621030,0.000000,-1.130619,0.000000,0.095299,0.017500,0.000000
3,40577,4.891175,-0.184079,-1.771747,0.000000,-0.800222,0.000000,-0.478531,0.338535,0.000000
4,40577,5.454882,0.133174,-2.565336,0.000000,-1.126546,0.000000,0.123732,-0.077917,0.000000
5,40577,5.251472,-0.498831,-1.633206,0.000000,-0.658878,0.000000,-0.942251,0.877390,0.000000
6,40577,7.443716,0.063529,-2.512956,0.000000,-1.081078,0.000000,-0.042993,0.068472,0.000000
7,40577,3.477724,-0.279386,-1.676292,0.000000,-0.771549,0.000000,-0.536495,0.508851,0.000000
8,40577,7.586401,0.103160,-2.323166,0.000000,-0.975310,0.000000,0.189552,0.135369,0.000000
9,40577,5.948159,-0.149732,-1.609664,0.000000,-0.730281,0.000000,-0.649935,0.790484,0.000000
10,40577,6.904301,0.079803,-2.329403,0.000000,-1.024349,0.000000,0.036047,0.126922,0.000000
1,10753,7.008446,-0.491377,-0.783995,0.000000,-0.363067,0.000000,-1.176504,1.969427,0.000000
2,10753,2.795686,0.325505,-3.938790,0.000000,-1.737541,0.000000,0.748903,-1.050853,0.000000
3,10753,8.546524,-0.531144,-1.014384,0.000000,-0.293318,0.000000,-1.047578,1.461350,0.000000
4,10753,2.673141,0.182362,-3.869356,0.000000,-1.713516,0.000000,0.578321,-0.730295,0.000000
5,10753,3.532208,-0.752529,-0.545894,0.000000,-0.293545,0.000000,-1.103255,1.150776,0.000000
6,10753,-0.056786,0.209174,-3.889341,0.000000,-1.646178,0.000000,0.790420,-1.268878,0.000000
7,10753,6.061729,-0.554497,-0.506257,0.000000,-0.214725,0.000000,-0.757456,0.701822,0.000000
8,10753,2.920776,0.212453,-3.803599,0.000000,-1.671126,0.000000,0.662547,-0.921782,0.000000
9,10753,7.326641,-0.180693,-0.213380,0.000000,-0.217886,0.000000,-0.524878,0.800111,0.000000
10,10753,1.547459,0.140766,-3.806286,0.000000,-1.661466,0.000000,0.573939,-1.166787,0.000000
1,40032,3.333623,-0.138985,1.975920,0.000000,0.866250,0.000000,-0.647138,0.924707,0.000000
2,40032,0.746454,-0.261043,2.855575,0.000000,1.227016,0.000000,-0.632172,0.669930,0.000000
3,40032,2.530449,-0.016819,1.487205,0.000000,0.652878,0.000000,-0.621110,1.032548,0.000000
4,40032,-6.094255,-0.458175,3.086491,0.000000,1.292409,0.000000,-0.782819,0.557308,0.000000
5,40032,-2.419893,-0.389060,1.823872,0.000000,0.860785,0.000000,-0.871021,0.919886,0.000000
6,40032,-3.041188,-0.596384,2.849481,0.000000,1.236419,0.000000,-0.989716,0.696184,0.000000
7,40032,4.077822,-0.173952,1.725339,0.000000,0.861168,0.000000,-0.640182,0.967473,0.000000
8,40032,-3.466129,-0.441435,2.360575,0.000000,0.990080,0.000000,-0.851861,0.797799,0.000000
9,40032,-1.787840,-0.216382,2.069868,0.000000,0.904528,0.000000,-0.753690,1.030437,0.000000
10,40032,1.043844,-0.096897,2.381040,0.000000,0.967057,0.000000,-0.654585,0.585340,0.000000
1,40211,-13.326756,-0.153213,0.374631,0.000000,0.038092,0.000000,-0.180001,0.075362,0.000000
2,40211,-3.399078,0.120040,-0.241534,0.000000,-0.135976,0.000000,-0.054062,0.342734,0.000000
3,40211,-0.370326,0.030311,-0.199630,0.000000,-0.097098,0.000000,0.134254,-0.025937,0.000000
